cam0001_20201216_153811,"{""p2"": {""x"": 527, ""y"": 409}, ""p1"": {""x"": 260, ""y"": 142}}",20201216_153811,True,shiratori
cam0001_20201216_153843,"{""p2"": {""x"": 502, ""y"": 605}, ""p1"": {""x"": 40, ""y"": 143}}",20201216_153843,True,shiratori
cam0001_20201216_153905,"{""p2"": {""x"": 461, ""y"": 547}, ""p1"": {""x"": 76, ""y"": 162}}",20201216_153905,True,shiratori
