cam0001_20210114_024448,"{""p2"": {""y"": 558, ""x"": 527}, ""p1"": {""y"": 290, ""x"": 260}}",20210114_024448,True,shiratori
cam0001_20210114_024725,"{""p1"": {""y"": 379, ""x"": 230}, ""p2"": {""y"": 647, ""x"": 498}}",20210114_024725,True,shiratori
cam0001_20210114_025313,"{""p2"": {""y"": 558, ""x"": 557}, ""p1"": {""y"": 290, ""x"": 290}}",20210114_025313,True,shiratori
cam0001_20210114_025547,"{""p2"": {""y"": 558, ""x"": 527}, ""p1"": {""y"": 290, ""x"": 260}}",20210114_025547,True,shiratori
cam0001_20210114_025821,"{""p1"": {""x"": 260, ""y"": 350}, ""p2"": {""x"": 527, ""y"": 617}}",20210114_025821,True,shiratori
